STATION,DATE,TAVG,TMAX,TMIN
USC00193821,9/1/1986,,75,53
USC00193821,9/2/1986,,73,59
USC00193821,9/3/1986,,71,63
USC00193821,9/4/1986,,69,59
USC00193821,9/5/1986,,65,57
USC00193821,9/6/1986,,75,45
USC00193821,9/7/1986,,60,58
USC00193821,9/8/1986,,69,51
USC00193821,9/9/1986,,65,44
USC00193821,9/10/1986,,71,51
USC00193821,9/11/1986,,71,57
USC00193821,9/12/1986,,73,66
USC00193821,9/13/1986,,75,57
USC00193821,9/14/1986,,73,55
USC00193821,9/15/1986,,61,40
USC00193821,9/16/1986,,67,49
USC00193821,9/17/1986,,65,46
USC00193821,9/18/1986,,59,43
USC00193821,9/19/1986,,66,53
USC00193821,9/20/1986,,66,55
USC00193821,9/21/1986,,68,57
USC00193821,9/22/1986,,60,42
USC00193821,9/23/1986,,63,47
USC00193821,9/24/1986,,66,59
USC00193821,9/25/1986,,63,57
USC00193821,9/26/1986,,74,49
USC00193821,9/27/1986,,68,54
USC00193821,9/28/1986,,59,36
USC00193821,9/29/1986,,63,52
USC00193821,9/30/1986,,72,63
USC00193821,10/1/1986,,74,67
USC00193821,10/2/1986,,82,58
USC00193821,10/3/1986,,59,55
USC00193821,10/4/1986,,68,55
USC00193821,10/5/1986,,74,55
USC00193821,10/6/1986,,63,42
USC00193821,10/7/1986,,59,36
USC00193821,10/8/1986,,62,34
USC00193821,10/9/1986,,64,51
USC00193821,10/10/1986,,71,45
USC00193821,10/11/1986,,47,39
USC00193821,10/12/1986,,55,46
USC00193821,10/13/1986,,63,51
USC00193821,10/14/1986,,62,59
USC00193821,10/15/1986,,65,49
USC00193821,10/16/1986,,58,42
USC00193821,10/17/1986,,56,38
USC00193821,10/18/1986,,52,43
USC00193821,10/19/1986,,50,33
USC00193821,10/20/1986,,54,39
USC00193821,10/21/1986,,60,35
USC00193821,10/22/1986,,61,35
USC00193821,10/23/1986,,66,48
USC00193821,10/24/1986,,65,47
USC00193821,10/25/1986,,54,29
USC00193821,10/26/1986,,54,41
USC00193821,10/27/1986,,54,44
USC00193821,10/28/1986,,54,51
USC00193821,10/29/1986,,64,42
USC00193821,10/30/1986,,64,42
USC00193821,10/31/1986,,67,41
USC00193821,11/1/1986,,51,30
USC00193821,11/2/1986,,60,30
USC00193821,11/3/1986,,60,30
USC00193821,11/4/1986,,51,42
USC00193821,11/5/1986,,56,39
USC00193821,11/6/1986,,50,39
USC00193821,11/7/1986,,52,46
USC00193821,11/8/1986,,53,47
USC00193821,11/9/1986,,60,51
USC00193821,11/10/1986,,64,39
USC00193821,11/11/1986,,50,30
USC00193821,11/12/1986,,44,36
USC00193821,11/13/1986,,46,35
USC00193821,11/14/1986,,45,18
USC00193821,11/15/1986,,41,22
USC00193821,11/16/1986,,47,22
USC00193821,11/17/1986,,47,28
USC00193821,11/18/1986,,52,32
USC00193821,11/19/1986,,49,33
USC00193821,11/20/1986,,49,20
USC00193821,11/21/1986,,54,25
USC00193821,11/22/1986,,55,31
USC00193821,11/23/1986,,54,25
USC00193821,11/24/1986,,55,25
USC00193821,11/25/1986,,54,35
USC00193821,11/26/1986,,54,28
USC00193821,11/27/1986,,58,28
USC00193821,11/28/1986,,58,28
USC00193821,11/29/1986,,57,29
USC00193821,11/30/1986,,54,32
USC00193821,12/1/1986,,40,28
USC00193821,12/2/1986,,40,28
USC00193821,12/3/1986,,57,28
USC00193821,12/4/1986,,57,39
USC00193821,12/5/1986,,45,32
USC00193821,12/6/1986,,43,24
USC00193821,12/7/1986,,42,29
USC00193821,12/8/1986,,47,39
USC00193821,12/9/1986,,40,26
USC00193821,12/10/1986,,55,34
USC00193821,12/11/1986,,55,30
USC00193821,12/12/1986,,40,30
USC00193821,12/13/1986,,44,28
USC00193821,12/14/1986,,44,12
USC00193821,12/15/1986,,39,24
USC00193821,12/16/1986,,41,30
USC00193821,12/17/1986,,39,31
USC00193821,12/18/1986,,41,31
USC00193821,12/19/1986,,48,34
USC00193821,12/20/1986,,46,35
USC00193821,12/21/1986,,39,28
USC00193821,12/22/1986,,35,23
USC00193821,12/23/1986,,37,23
USC00193821,12/24/1986,,44,27
USC00193821,12/25/1986,,48,30
USC00193821,12/26/1986,,51,30
USC00193821,12/27/1986,,45,30
USC00193821,12/28/1986,,45,23
USC00193821,12/29/1986,,45,24
USC00193821,12/30/1986,,38,27
USC00193821,12/31/1986,,39,33
USC00193821,1/1/1987,,40,21
USC00193821,1/2/1987,,44,29
USC00193821,1/3/1987,,43,28
USC00193821,1/4/1987,,43,21
USC00193821,1/5/1987,,44,22
USC00193821,1/6/1987,,40,22
USC00193821,1/7/1987,,42,22
USC00193821,1/8/1987,,44,29
USC00193821,1/9/1987,,37,24
USC00193821,1/10/1987,,41,22
USC00193821,1/11/1987,,46,37
USC00193821,1/12/1987,,38,31
USC00193821,1/13/1987,,40,32
USC00193821,1/14/1987,,39,25
USC00193821,1/15/1987,,46,28
USC00193821,1/16/1987,,48,29
USC00193821,1/17/1987,,44,21
USC00193821,1/18/1987,,27,17
USC00193821,1/19/1987,,46,25
USC00193821,1/20/1987,,35,26
USC00193821,1/21/1987,,30,23
USC00193821,1/22/1987,,36,21
USC00193821,1/23/1987,,35,25
USC00193821,1/24/1987,,37,12
USC00193821,1/25/1987,,21,12
USC00193821,1/26/1987,,28,14
USC00193821,1/27/1987,,26,23
USC00193821,1/28/1987,,23,17
USC00193821,1/29/1987,,29,5
USC00193821,1/30/1987,,35,7
USC00193821,1/31/1987,,40,8
USC00193821,2/1/1987,,36,27
USC00193821,2/2/1987,,35,24
USC00193821,2/3/1987,,45,27
USC00193821,2/4/1987,,46,29
USC00193821,2/5/1987,,44,18
USC00193821,2/6/1987,,28,13
USC00193821,2/7/1987,,40,15
USC00193821,2/8/1987,,43,25
USC00193821,2/9/1987,,42,32
USC00193821,2/10/1987,,38,20
USC00193821,2/11/1987,,30,18
USC00193821,2/12/1987,,33,17
USC00193821,2/13/1987,,29,15
USC00193821,2/14/1987,,30,7
USC00193821,2/15/1987,,22,-1
USC00193821,2/16/1987,,17,1
USC00193821,2/17/1987,,36,9
USC00193821,2/18/1987,,37,9
USC00193821,2/19/1987,,35,18
USC00193821,2/20/1987,,36,20
USC00193821,2/21/1987,,38,17
USC00193821,2/22/1987,,38,16
USC00193821,2/23/1987,,44,17
USC00193821,2/24/1987,,34,20
USC00193821,2/25/1987,,36,24
USC00193821,2/26/1987,,36,24
USC00193821,2/27/1987,,36,21
USC00193821,2/28/1987,,36,20
USC00193821,3/1/1987,,41,31
USC00193821,3/2/1987,,49,30
USC00193821,3/3/1987,,32,28
USC00193821,3/4/1987,,39,22
USC00193821,3/5/1987,,34,14
USC00193821,3/6/1987,,36,20
USC00193821,3/7/1987,,50,26
USC00193821,3/8/1987,,59,38
USC00193821,3/9/1987,,61,37
USC00193821,3/10/1987,,50,17
USC00193821,3/11/1987,,26,17
USC00193821,3/12/1987,,31,25
USC00193821,3/13/1987,,39,29
USC00193821,3/14/1987,,36,29
USC00193821,3/15/1987,,32,26
USC00193821,3/16/1987,,38,23
USC00193821,3/17/1987,,36,26
USC00193821,3/18/1987,,32,26
USC00193821,3/19/1987,,38,30
USC00193821,3/20/1987,,42,31
USC00193821,3/21/1987,,39,32
USC00193821,3/22/1987,,39,30
USC00193821,3/23/1987,,39,34
USC00193821,3/24/1987,,38,34
USC00193821,3/25/1987,,58,32
USC00193821,3/26/1987,,67,32
USC00193821,3/27/1987,,48,33
USC00193821,3/28/1987,,56,41
USC00193821,3/29/1987,,56,37
USC00193821,3/30/1987,,60,37
USC00193821,3/31/1987,,54,45
USC00193821,4/1/1987,,54,42
USC00193821,4/2/1987,,54,29
USC00193821,4/3/1987,,48,34
USC00193821,4/4/1987,,58,47
USC00193821,4/5/1987,,54,46
USC00193821,4/6/1987,,50,41
USC00193821,4/7/1987,,46,39
USC00193821,4/8/1987,,44,38
USC00193821,4/9/1987,,46,38
USC00193821,4/10/1987,,48,35
USC00193821,4/11/1987,,63,38
USC00193821,4/12/1987,,68,44
USC00193821,4/13/1987,,67,43
USC00193821,4/14/1987,,44,35
USC00193821,4/15/1987,,42,28
USC00193821,4/16/1987,,53,39
USC00193821,4/17/1987,,49,41
USC00193821,4/18/1987,,58,41
USC00193821,4/19/1987,,63,40
USC00193821,4/20/1987,,63,41
USC00193821,4/21/1987,,51,44
USC00193821,4/22/1987,,62,44
USC00193821,4/23/1987,,53,42
USC00193821,4/24/1987,,51,42
USC00193821,4/25/1987,,68,41
USC00193821,4/26/1987,,47,35
USC00193821,4/27/1987,,51,32
USC00193821,4/28/1987,,53,38
USC00193821,4/29/1987,,42,33
USC00193821,4/30/1987,,51,36
USC00193821,5/1/1987,,56,41
USC00193821,5/2/1987,,57,36
USC00193821,5/3/1987,,60,43
USC00193821,5/4/1987,,52,42
USC00193821,5/5/1987,,46,42
USC00193821,5/6/1987,,44,42
USC00193821,5/7/1987,,52,44
USC00193821,5/8/1987,,66,48
USC00193821,5/9/1987,,63,37
USC00193821,5/10/1987,,71,50
USC00193821,5/11/1987,,78,46
USC00193821,5/12/1987,,62,51
USC00193821,5/13/1987,,66,48
USC00193821,5/14/1987,,59,33
USC00193821,5/15/1987,,60,33
USC00193821,5/16/1987,,61,44
USC00193821,5/17/1987,,61,46
USC00193821,5/18/1987,,74,55
USC00193821,5/19/1987,,67,48
USC00193821,5/20/1987,,64,41
USC00193821,5/21/1987,,56,46
USC00193821,5/22/1987,,66,54
USC00193821,5/23/1987,,75,56
USC00193821,5/24/1987,,68,47
USC00193821,5/25/1987,,54,40
USC00193821,5/26/1987,,59,47
USC00193821,5/27/1987,,59,50
USC00193821,5/28/1987,,60,50
USC00193821,5/29/1987,,73,56
USC00193821,5/30/1987,,82,58
USC00193821,5/31/1987,,87,68
USC00193821,6/1/1987,,92,66
USC00193821,6/2/1987,,84,62
USC00193821,6/3/1987,,69,52
USC00193821,6/4/1987,,63,53
USC00193821,6/5/1987,,59,53
USC00193821,6/6/1987,,70,56
USC00193821,6/7/1987,,67,48
USC00193821,6/8/1987,,66,59
USC00193821,6/9/1987,,72,60
USC00193821,6/10/1987,,77,55
USC00193821,6/11/1987,,93,45
USC00193821,6/12/1987,,74,63
USC00193821,6/13/1987,,67,61
USC00193821,6/14/1987,,73,61
USC00193821,6/15/1987,,78,60
USC00193821,6/16/1987,,86,63
USC00193821,6/17/1987,,80,57
USC00193821,6/18/1987,,71,55
USC00193821,6/19/1987,,77,59
USC00193821,6/20/1987,,76,64
USC00193821,6/21/1987,,78,62
USC00193821,6/22/1987,,66,62
USC00193821,6/23/1987,,70,60
USC00193821,6/24/1987,,68,54
USC00193821,6/25/1987,,72,59
USC00193821,6/26/1987,,73,54
USC00193821,6/27/1987,,64,56
USC00193821,6/28/1987,,67,60
USC00193821,6/29/1987,,76,60
USC00193821,6/30/1987,,81,66
USC00193821,7/1/1987,,76,66
USC00193821,7/2/1987,,79,64
USC00193821,7/3/1987,,74,59
USC00193821,7/4/1987,,68,61
USC00193821,7/5/1987,,76,64
USC00193821,7/6/1987,,75,55
USC00193821,7/7/1987,,73,52
USC00193821,7/8/1987,,68,62
USC00193821,7/9/1987,,69,64
USC00193821,7/10/1987,,77,66
USC00193821,7/11/1987,,80,64
USC00193821,7/12/1987,,72,64
USC00193821,7/13/1987,,71,66
USC00193821,7/14/1987,,73,66
USC00193821,7/15/1987,,75,68
USC00193821,7/16/1987,,76,61
USC00193821,7/17/1987,,73,54
USC00193821,7/18/1987,,82,59
USC00193821,7/19/1987,,87,70
USC00193821,7/20/1987,,75,58
USC00193821,7/21/1987,,79,66
USC00193821,7/22/1987,,78,62
USC00193821,7/23/1987,,73,62
USC00193821,7/24/1987,,73,62
USC00193821,7/25/1987,,82,67
USC00193821,7/26/1987,,86,71
USC00193821,7/27/1987,,82,64
USC00193821,7/28/1987,,80,57
USC00193821,7/29/1987,,80,62
USC00193821,7/30/1987,,74,57
USC00193821,7/31/1987,,74,64
USC00193821,8/1/1987,,74,58
USC00193821,8/2/1987,,77,54
USC00193821,8/3/1987,,77,68
USC00193821,8/4/1987,,74,67
USC00193821,8/5/1987,,85,70
USC00193821,8/6/1987,,77,66
USC00193821,8/7/1987,,73,63
USC00193821,8/8/1987,,74,63
USC00193821,8/9/1987,,76,66
USC00193821,8/10/1987,,76,60
USC00193821,8/11/1987,,68,60
USC00193821,8/12/1987,,78,58
USC00193821,8/13/1987,,75,54
USC00193821,8/14/1987,,71,55
USC00193821,8/15/1987,,73,64
USC00193821,8/16/1987,,79,68
USC00193821,8/17/1987,,82,72
USC00193821,8/18/1987,,84,72
USC00193821,8/19/1987,,92,68
USC00193821,8/20/1987,,84,64
USC00193821,8/21/1987,,84,63
USC00193821,8/22/1987,,79,63
USC00193821,8/23/1987,,77,63
USC00193821,8/24/1987,,75,55
USC00193821,8/25/1987,,73,54
USC00193821,8/26/1987,,73,52
USC00193821,8/27/1987,,75,58
USC00193821,8/28/1987,,63,50
USC00193821,8/29/1987,,64,59
USC00193821,8/30/1987,,70,54
USC00193821,8/31/1987,,71,56
USC00193821,9/1/1987,,69,57
USC00193821,9/2/1987,,73,53
USC00193821,9/3/1987,,71,58
USC00193821,9/4/1987,,69,48
USC00193821,9/5/1987,,68,48
USC00193821,9/6/1987,,71,55
USC00193821,9/7/1987,,71,61
USC00193821,9/8/1987,,72,65
USC00193821,9/9/1987,,76,66
USC00193821,9/10/1987,,80,66
USC00193821,9/11/1987,,80,62
USC00193821,9/12/1987,,68,57
USC00193821,9/13/1987,,65,60
USC00193821,9/14/1987,,68,62
USC00193821,9/15/1987,,77,55
USC00193821,9/16/1987,,74,55
USC00193821,9/17/1987,,73,58
USC00193821,9/18/1987,,68,58
USC00193821,9/19/1987,,58,55
USC00193821,9/20/1987,,59,55
USC00193821,9/21/1987,,60,55
USC00193821,9/22/1987,,59,54
USC00193821,9/23/1987,,65,55
USC00193821,9/24/1987,,69,54
USC00193821,9/25/1987,,75,53
USC00193821,9/26/1987,,63,43
USC00193821,9/27/1987,,64,49
USC00193821,9/28/1987,,63,53
USC00193821,9/29/1987,,71,61
USC00193821,9/30/1987,,73,62
USC00193821,10/1/1987,,68,57
USC00193821,10/2/1987,,63,43
USC00193821,10/3/1987,,64,41
USC00193821,10/4/1987,,69,51
USC00193821,10/5/1987,,51,42
USC00193821,10/6/1987,,65,44
USC00193821,10/7/1987,,65,45
USC00193821,10/8/1987,,67,53
USC00193821,10/9/1987,,62,41
USC00193821,10/10/1987,,56,41
USC00193821,10/11/1987,,64,49
USC00193821,10/12/1987,,56,46
USC00193821,10/13/1987,,48,45
USC00193821,10/14/1987,,52,36
USC00193821,10/15/1987,,57,32
USC00193821,10/16/1987,,59,34
USC00193821,10/17/1987,,60,36
USC00193821,10/18/1987,,61,36
USC00193821,10/19/1987,,68,41
USC00193821,10/20/1987,,64,44
USC00193821,10/21/1987,,58,51
USC00193821,10/22/1987,,57,41
USC00193821,10/23/1987,,54,32
USC00193821,10/24/1987,,57,34
USC00193821,10/25/1987,,61,48
USC00193821,10/26/1987,,65,35
USC00193821,10/27/1987,,52,30
USC00193821,10/28/1987,,57,31
USC00193821,10/29/1987,,60,40
USC00193821,10/30/1987,,56,34
USC00193821,10/31/1987,,56,36
USC00193821,11/1/1987,,57,35
USC00193821,11/2/1987,,55,38
USC00193821,11/3/1987,,51,35
USC00193821,11/4/1987,,59,50
USC00193821,11/5/1987,,66,53
USC00193821,11/6/1987,,65,35
USC00193821,11/7/1987,,46,28
USC00193821,11/8/1987,,52,34
USC00193821,11/9/1987,,60,51
USC00193821,11/10/1987,,65,45
USC00193821,11/11/1987,,58,36
USC00193821,11/12/1987,,52,32
USC00193821,11/13/1987,,35,30
USC00193821,11/14/1987,,51,34
USC00193821,11/15/1987,,58,36
USC00193821,11/16/1987,,48,29
USC00193821,11/17/1987,,48,30
USC00193821,11/18/1987,,57,44
USC00193821,11/19/1987,,60,38
USC00193821,11/20/1987,,53,38
USC00193821,11/21/1987,,43,26
USC00193821,11/22/1987,,29,14
USC00193821,11/23/1987,,36,18
USC00193821,11/24/1987,,48,24
USC00193821,11/25/1987,,56,33
USC00193821,11/26/1987,,52,33
USC00193821,11/27/1987,,55,34
USC00193821,11/28/1987,,41,35
USC00193821,11/29/1987,,44,31
USC00193821,11/30/1987,,55,41
USC00193821,12/1/1987,,56,44
USC00193821,12/2/1987,,52,39
USC00193821,12/3/1987,,47,30
USC00193821,12/4/1987,,47,29
USC00193821,12/5/1987,,42,36
USC00193821,12/6/1987,,38,25
USC00193821,12/7/1987,,42,26
USC00193821,12/8/1987,,42,20
USC00193821,12/9/1987,,45,18
USC00193821,12/10/1987,,53,44
USC00193821,12/11/1987,,61,40
USC00193821,12/12/1987,,43,29
USC00193821,12/13/1987,,45,33
USC00193821,12/14/1987,,49,33
USC00193821,12/15/1987,,47,26
USC00193821,12/16/1987,,50,26
USC00193821,12/17/1987,,42,31
USC00193821,12/18/1987,,34,21
USC00193821,12/19/1987,,35,20
USC00193821,12/20/1987,,40,24
USC00193821,12/21/1987,,46,33
USC00193821,12/22/1987,,44,27
USC00193821,12/23/1987,,48,23
USC00193821,12/24/1987,,45,24
USC00193821,12/25/1987,,46,31
USC00193821,12/26/1987,,49,40
USC00193821,12/27/1987,,41,26
USC00193821,12/28/1987,,38,24
USC00193821,12/29/1987,,32,25
USC00193821,12/30/1987,,27,3
USC00193821,12/31/1987,,18,3
USC00193821,1/1/1988,,42,11
USC00193821,1/2/1988,,40,19
USC00193821,1/3/1988,,44,11
USC00193821,1/4/1988,,35,15
USC00193821,1/5/1988,,37,12
USC00193821,1/6/1988,,22,12
USC00193821,1/7/1988,,23,7
USC00193821,1/8/1988,,22,6
USC00193821,1/9/1988,,33,22
USC00193821,1/10/1988,,35,18
USC00193821,1/11/1988,,29,4
USC00193821,1/12/1988,,31,9
USC00193821,1/13/1988,,39,9
USC00193821,1/14/1988,,40,5
USC00193821,1/15/1988,,7,-3
USC00193821,1/16/1988,,20,-3
USC00193821,1/17/1988,,40,17
USC00193821,1/18/1988,,41,35
USC00193821,1/19/1988,,43,35
USC00193821,1/20/1988,,49,33
USC00193821,1/21/1988,,45,33
USC00193821,1/22/1988,,40,26
USC00193821,1/23/1988,,34,27
USC00193821,1/24/1988,,36,19
USC00193821,1/25/1988,,39,34
USC00193821,1/26/1988,,41,36
USC00193821,1/27/1988,,37,20
USC00193821,1/28/1988,,31,12
USC00193821,1/29/1988,,27,15
USC00193821,1/30/1988,,35,16
USC00193821,1/31/1988,,45,35
USC00193821,2/1/1988,,49,39
USC00193821,2/2/1988,,53,41
USC00193821,2/3/1988,,50,29
USC00193821,2/4/1988,,33,24
USC00193821,2/5/1988,,37,16
USC00193821,2/6/1988,,24,12
USC00193821,2/7/1988,,25,8
USC00193821,2/8/1988,,32,15
USC00193821,2/9/1988,,38,22
USC00193821,2/10/1988,,36,20
USC00193821,2/11/1988,,42,21
USC00193821,2/12/1988,,37,21
USC00193821,2/13/1988,,46,25
USC00193821,2/14/1988,,28,8
USC00193821,2/15/1988,,36,20
USC00193821,2/16/1988,,45,33
USC00193821,2/17/1988,,44,26
USC00193821,2/18/1988,,38,26
USC00193821,2/19/1988,,47,21
USC00193821,2/20/1988,,46,21
USC00193821,2/21/1988,,47,38
USC00193821,2/22/1988,,41,13
USC00193821,2/23/1988,,43,15
USC00193821,2/24/1988,,50,32
USC00193821,2/25/1988,,40,23
USC00193821,2/26/1988,,37,23
USC00193821,2/27/1988,,33,18
USC00193821,2/28/1988,,37,21
USC00193821,2/29/1988,,36,17
USC00193821,3/1/1988,,38,17
USC00193821,3/2/1988,,42,17
USC00193821,3/3/1988,,42,17
USC00193821,3/4/1988,,52,39
USC00193821,3/5/1988,,41,24
USC00193821,3/6/1988,,41,17
USC00193821,3/7/1988,,41,31
USC00193821,3/8/1988,,56,31
USC00193821,3/9/1988,,42,30
USC00193821,3/10/1988,,47,35
USC00193821,3/11/1988,,45,28
USC00193821,3/12/1988,,47,27
USC00193821,3/13/1988,,48,35
USC00193821,3/14/1988,,44,33
USC00193821,3/15/1988,,38,32
USC00193821,3/16/1988,,37,27
USC00193821,3/17/1988,,44,28
USC00193821,3/18/1988,,48,26
USC00193821,3/19/1988,,43,28
USC00193821,3/20/1988,,45,25
USC00193821,3/21/1988,,39,17
USC00193821,3/22/1988,,27,15
USC00193821,3/23/1988,,42,15
USC00193821,3/24/1988,,46,19
USC00193821,3/25/1988,,53,43
USC00193821,3/26/1988,,50,42
USC00193821,3/27/1988,,54,47
USC00193821,3/28/1988,,54,34
USC00193821,3/29/1988,,50,34
USC00193821,3/30/1988,,47,27
USC00193821,3/31/1988,,50,28
USC00193821,4/1/1988,,52,32
USC00193821,4/2/1988,,51,40
USC00193821,4/3/1988,,54,37
USC00193821,4/4/1988,,51,41
USC00193821,4/5/1988,,52,47
USC00193821,4/6/1988,,64,38
USC00193821,4/7/1988,,41,38
USC00193821,4/8/1988,,41,38
USC00193821,4/9/1988,,44,37
USC00193821,4/10/1988,,51,43
USC00193821,4/11/1988,,54,37
USC00193821,4/12/1988,,39,35
USC00193821,4/13/1988,,42,33
USC00193821,4/14/1988,,41,32
USC00193821,4/15/1988,,45,37
USC00193821,4/16/1988,,43,37
USC00193821,4/17/1988,,47,37
USC00193821,4/18/1988,,53,42
USC00193821,4/19/1988,,54,35
USC00193821,4/20/1988,,46,34
USC00193821,4/21/1988,,50,30
USC00193821,4/22/1988,,57,36
USC00193821,4/23/1988,,54,36
USC00193821,4/24/1988,,51,40
USC00193821,4/25/1988,,53,42
USC00193821,4/26/1988,,57,49
USC00193821,4/27/1988,,57,40
USC00193821,4/28/1988,,60,45
USC00193821,4/29/1988,,53,43
USC00193821,4/30/1988,,53,44
USC00193821,5/1/1988,,51,42
USC00193821,5/2/1988,,52,41
USC00193821,5/3/1988,,42,40
USC00193821,5/4/1988,,51,40
USC00193821,5/5/1988,,71,41
USC00193821,5/6/1988,,64,45
USC00193821,5/7/1988,,57,48
USC00193821,5/8/1988,,53,43
USC00193821,5/9/1988,,51,31
USC00193821,5/10/1988,,56,33
USC00193821,5/11/1988,,54,43
USC00193821,5/12/1988,,57,50
USC00193821,5/13/1988,,63,46
USC00193821,5/14/1988,,60,42
USC00193821,5/15/1988,,60,39
USC00193821,5/16/1988,,53,48
USC00193821,5/17/1988,,63,52
USC00193821,5/18/1988,,60,53
USC00193821,5/19/1988,,59,49
USC00193821,5/20/1988,,56,49
USC00193821,5/21/1988,,68,48
USC00193821,5/22/1988,,64,52
USC00193821,5/23/1988,,63,53
USC00193821,5/24/1988,,71,53
USC00193821,5/25/1988,,74,54
USC00193821,5/26/1988,,64,49
USC00193821,5/27/1988,,65,47
USC00193821,5/28/1988,,69,58
USC00193821,5/29/1988,,71,55
USC00193821,5/30/1988,,75,52
USC00193821,5/31/1988,,63,55
USC00193821,6/1/1988,,80,59
USC00193821,6/2/1988,,75,48
USC00193821,6/3/1988,,54,42
USC00193821,6/4/1988,,60,48
USC00193821,6/5/1988,,64,48
USC00193821,6/6/1988,,73,53
USC00193821,6/7/1988,,74,53
USC00193821,6/8/1988,,73,43
USC00193821,6/9/1988,,71,44
USC00193821,6/10/1988,,57,44
USC00193821,6/11/1988,,66,45
USC00193821,6/12/1988,,70,50
USC00193821,6/13/1988,,82,62
USC00193821,6/14/1988,,86,63
USC00193821,6/15/1988,,91,61
USC00193821,6/16/1988,,88,65
USC00193821,6/17/1988,,74,63
USC00193821,6/18/1988,,74,61
USC00193821,6/19/1988,,73,58
USC00193821,6/20/1988,,71,61
USC00193821,6/21/1988,,72,63
USC00193821,6/22/1988,,89,64
USC00193821,6/23/1988,,78,65
USC00193821,6/24/1988,,77,55
USC00193821,6/25/1988,,66,49
USC00193821,6/26/1988,,69,59
USC00193821,6/27/1988,,66,57
USC00193821,6/28/1988,,67,55
USC00193821,6/29/1988,,70,55
USC00193821,6/30/1988,,65,55
USC00193821,7/1/1988,,69,49
USC00193821,7/2/1988,,64,49
USC00193821,7/3/1988,,70,54
USC00193821,7/4/1988,,78,58
USC00193821,7/5/1988,,76,57
USC00193821,7/6/1988,,75,59
USC00193821,7/7/1988,,77,60
USC00193821,7/8/1988,,87,60
USC00193821,7/9/1988,,80,68
USC00193821,7/10/1988,,79,68
USC00193821,7/11/1988,,85,70
USC00193821,7/12/1988,,86,70
USC00193821,7/13/1988,,74,68
USC00193821,7/14/1988,,78,66
USC00193821,7/15/1988,,75,66
USC00193821,7/16/1988,,78,62
USC00193821,7/17/1988,,90,67
USC00193821,7/18/1988,,79,71
USC00193821,7/19/1988,,84,66
USC00193821,7/20/1988,,76,68
USC00193821,7/21/1988,,73,66
USC00193821,7/22/1988,,75,67
USC00193821,7/23/1988,,74,62
USC00193821,7/24/1988,,73,63
USC00193821,7/25/1988,,75,62
USC00193821,7/26/1988,,74,66
USC00193821,7/27/1988,,82,66
USC00193821,7/28/1988,,78,71
USC00193821,7/29/1988,,82,69
USC00193821,7/30/1988,,82,68
USC00193821,7/31/1988,,86,72
USC00193821,8/1/1988,,87,66
USC00193821,8/2/1988,,80,66
USC00193821,8/3/1988,,82,71
USC00193821,8/4/1988,,85,74
USC00193821,8/5/1988,,84,75
USC00193821,8/6/1988,,83,75
USC00193821,8/7/1988,,83,73
USC00193821,8/8/1988,,84,73
USC00193821,8/9/1988,,85,70
USC00193821,8/10/1988,,84,72
USC00193821,8/11/1988,,85,77
USC00193821,8/12/1988,,85,74
USC00193821,8/13/1988,,86,73
USC00193821,8/14/1988,,87,73
USC00193821,8/15/1988,,88,74
USC00193821,8/16/1988,,86,76
USC00193821,8/17/1988,,82,64
USC00193821,8/18/1988,,78,63
USC00193821,8/19/1988,,71,57
USC00193821,8/20/1988,,73,52
USC00193821,8/21/1988,,73,55
USC00193821,8/22/1988,,81,55
USC00193821,8/23/1988,,68,47
USC00193821,8/24/1988,,70,58
USC00193821,8/25/1988,,68,59
USC00193821,8/26/1988,,74,64
USC00193821,8/27/1988,,78,67
USC00193821,8/28/1988,,80,68
USC00193821,8/29/1988,,80,71
USC00193821,8/30/1988,,78,65
USC00193821,8/31/1988,,66,56
USC00193821,9/1/1988,,73,57
USC00193821,9/2/1988,,75,56
USC00193821,9/3/1988,,78,58
USC00193821,9/4/1988,,77,58
USC00193821,9/5/1988,,66,60
USC00193821,9/6/1988,,75,49
USC00193821,9/7/1988,,67,48
USC00193821,9/8/1988,,71,48
USC00193821,9/9/1988,,71,52
USC00193821,9/10/1988,,73,62
USC00193821,9/11/1988,,78,58
USC00193821,9/12/1988,,72,50
USC00193821,9/13/1988,,70,51
USC00193821,9/14/1988,,68,55
USC00193821,9/15/1988,,67,55
USC00193821,9/16/1988,,62,53
USC00193821,9/17/1988,,61,48
USC00193821,9/18/1988,,68,59
USC00193821,9/19/1988,,68,61
USC00193821,9/20/1988,,77,62
USC00193821,9/21/1988,,69,64
USC00193821,9/22/1988,,78,59
USC00193821,9/23/1988,,70,50
USC00193821,9/24/1988,,70,55
USC00193821,9/25/1988,,71,51
USC00193821,9/26/1988,,65,43
USC00193821,9/27/1988,,71,42
USC00193821,9/28/1988,,65,46
USC00193821,9/29/1988,,77,52
USC00193821,9/30/1988,,59,40
USC00193821,10/1/1988,,65,51
USC00193821,10/2/1988,,71,62
USC00193821,10/3/1988,,72,62
USC00193821,10/4/1988,,64,52
USC00193821,10/5/1988,,54,49
USC00193821,10/6/1988,,50,37
USC00193821,10/7/1988,,74,38
USC00193821,10/8/1988,,55,44
USC00193821,10/9/1988,,45,34
USC00193821,10/10/1988,,54,36
USC00193821,10/11/1988,,62,54
USC00193821,10/12/1988,,61,37
USC00193821,10/13/1988,,55,37
USC00193821,10/14/1988,,49,33
USC00193821,10/15/1988,,53,35
