,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
19121,,,,,2015-11-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",18,",,7",19,",,7,0700",,,,,,,,,,,,
19122,,,,,2015-11-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,59,",,7",19,",,7",37,",,7,0700",,,,,,,,,,,,
19123,,,,,2015-11-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,57,",,7",37,",,7",52,",,7,0700",,,,,,,,,,,,
19124,,,,,2015-11-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.30,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,62,",,7",46,",,7",47,",,7,0700",,,,,,,,,,,,
19125,,,,,2015-11-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,49,",,7",28,",,7",28,",,7,0700",,,,,,,,,,,,
19126,,,,,2015-11-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,42,",,7",23,",,7",23,",,7,0700",,,,,,,,,,,,
19127,,,,,2015-12-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,42,",,7",22,",,7",24,",,7,0700",,,,,,,,,,,,
19128,,,,,2015-12-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.29,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",24,",,7",38,",,7,0700",,,,,,,,,,,,
19129,,,,,2015-12-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.20,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,50,",,7",38,",,7",42,",,7,0700",,,,,,,,,,,,
19130,,,,,2015-12-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,44,",,7",28,",,7",28,",,7,0700",,,,,,,,,,,,
19131,,,,,2015-12-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,45,",,7",27,",,7",28,",,7,0700",,,,,,,,,,,,
19132,,,,,2015-12-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,53,",,7",24,",,7",24,",,7,0700",,,,,,,,,,,,
19133,,,,,2015-12-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,56,",,7",24,",,7",26,",,7,0700",,,,,,,,,,,,
19134,,,,,2015-12-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,54,",,7",26,",,7",36,",,7,0700",,,,,,,,,,,,
19135,,,,,2015-12-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,41,",,7",30,",,7",32,",,7,0700",,,,,,,,,,,,
19136,,,,,2015-12-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,47,",,7",32,",,7",45,",,7,0700",,,,,,,,,,,,
19137,,,,,2015-12-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,56,",,7",35,",,7",38,",,7,0700",    1,",,7",,,,,,,,,,
19138,,,,,2015-12-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,57,",,7",38,",,7",47,",,7,0700",,,,,,,,,,,,
19139,,,,,2015-12-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,58,",,7",47,",,7",48,",,7,0700",,,,,,,,,,,,
19140,,,,,2015-12-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,53,",,7",44,",,7",44,",,7,0700",,,,,,,,,,,,
19141,,,,,2015-12-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.81,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,60,",,7",44,",,7",51,",,7,0700",    1,",,7",,,,,,,,,,
19142,,,,,2015-12-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,54,",,7",33,",,7",33,",,7,0700",,,,,,,,,,,,
19143,,,,,2015-12-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.02,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,44,",,7",31,",,7",38,",,7,0700",,,,,,,,,,,,
19144,,,,,2015-12-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.63,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,47,",,7",38,",,7",47,",,7,0700",,,,,,,,,,,,
19145,,,,,2015-12-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,48,",,7",34,",,7",35,",,7,0700",,,,,,,,,,,,
19146,,,,,2015-12-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,38,",,7",31,",,7",31,",,7,0700",,,,,,,,,,,,
19147,,,,,2015-12-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,38,",,7",25,",,7",33,",,7,0700",,,,,,,,,,,,
19148,,,,,2015-12-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,51,",,7",32,",,7",47,",,7,0700",,,,,,,,,,,,
19149,,,,,2015-12-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.33,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,57,",,7",37,",,7",39,",,7,0700",    1,",,7",,,,,,,,,,
19150,,,,,2015-12-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",1.10,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,51,",,7",38,",,7",47,",,7,0700",    1,",,7",,,,,,,,,,
19151,,,,,2015-12-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,66,",,7",41,",,7",41,",,7,0700",,,,,,,,,,,,
19152,,,,,2015-12-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.01,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,63,",,7",36,",,7",36,",,7,0700",,,,,,,,,,,,
19153,,,,,2015-12-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.16,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,52,",,7",36,",,7",42,",,7,0700",,,,,,,,,,,,
19154,,,,,2015-12-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.06,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,57,",,7",33,",,7",33,",,7,0700",,,,,,,,,,,,
19155,,,,,2015-12-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.58,",,7,0700",1.5,",,7,0700",1.0,",,7,0700",USC00190998,33,",,7",24,",,7",28,",,7,0700",,,,,    1,",,7",,,,,,
19156,,,,,2015-12-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.28,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,34,",,7",24,",,7",25,",,7,0700",,,,,,,,,,,,
19157,,,,,2015-12-31,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.09,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,33,",,7",25,",,7",33,",,7,0700",,,,,,,,,,,,
19158,,,,,2016-01-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,42,",,7",28,",,7",35,",,7,0700",,,,,,,,,,,,
19159,,,,,2016-01-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,37,",,7",28,",,7",28,",,7,0700",,,,,,,,,,,,
19160,,,,,2016-01-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,37,",,7",26,",,7",28,",,7,0700",,,,,,,,,,,,
19161,,,,,2016-01-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,39,",,7",23,",,7",27,",,7,0700",,,,,,,,,,,,
19162,,,,,2016-01-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.01,",,7,0700",0.1,",,7,0700",0.0,"T,,7,0700",USC00190998,27,",,7",4,",,7",4,",,7,0700",,,,,,,,,,,,
19163,,,,,2016-01-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,24,",,7",4,",,7",7,",,7,0700",,,,,,,,,,,,
19164,,,,,2016-01-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,41,",,7",7,",,7",12,",,7,0700",,,,,,,,,,,,
19165,,,,,2016-01-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,43,",,7",11,",,7",22,",,7,0700",,,,,,,,,,,,
19166,,,,,2016-01-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,36,",,7",22,",,7",34,",,7,0700",,,,,,,,,,,,
19167,,,,,2016-01-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",34,",,7",37,",,7,0700",,,,,,,,,,,,
19168,,,,,2016-01-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.86,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,57,",,7",28,",,7",28,",,7,0700",,,,,,,,,,,,
19169,,,,,2016-01-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,30,",,7",12,",,7",13,",,7,0700",,,,,,,,,,,,
19170,,,,,2016-01-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.12,",,7,0700",3.0,",,7,0700",3.0,",,7,0700",USC00190998,34,",,7",13,",,7",21,",,7,0700",,,,,,,,,,,,
19171,,,,,2016-01-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.01,",,7,0700",0.0,"T,,7,0700",2.0,",,7,0700",USC00190998,24,",,7",15,",,7",16,",,7,0700",,,,,,,,,,,,
19172,,,,,2016-01-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,27,",,7",13,",,7",19,",,7,0700",,,,,,,,,,,,
19173,,,,,2016-01-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.26,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,39,",,7",19,",,7",34,",,7,0700",,,,,,,,,,,,
19174,,,,,2016-01-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.27,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,41,",,7",29,",,7",29,",,7,0700",,,,,,,,,,,,
19175,,,,,2016-01-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.08,",,7,0700",1.0,",,7,0700",1.0,",,7,0700",USC00190998,33,",,7",22,",,7",22,",,7,0700",,,,,,,,,,,,
19176,,,,,2016-01-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",1.0,",,7,0700",USC00190998,25,",,7",13,",,7",13,",,7,0700",,,,,,,,,,,,
19177,,,,,2016-01-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,21,",,7",13,",,7",15,",,7,0700",,,,,,,,,,,,
19178,,,,,2016-01-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,30,",,7",10,",,7",10,",,7,0700",,,,,,,,,,,,
19179,,,,,2016-01-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,30,",,7",10,",,7",15,",,7,0700",,,,,,,,,,,,
19180,,,,,2016-01-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,28,",,7",14,",,7",16,",,7,0700",,,,,,,,,,,,
19181,,,,,2016-01-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.30,",,7,0700",4.0,",,7,0700",4.0,",,7,0700",USC00190998,25,",,7",16,",,7",17,",,7,0700",,,,,,,,,,,,
19182,,,,,2016-01-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",3.0,",,7,0700",USC00190998,35,",,7",15,",,7",16,",,7,0700",,,,,,,,,,,,
19183,,,,,2016-01-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",3.0,",,7,0700",USC00190998,39,",,7",15,",,7",16,",,7,0700",,,,,,,,,,,,
19184,,,,,2016-01-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,"T,,7,0700",USC00190998,46,",,7",16,",,7",37,",,7,0700",,,,,,,,,,,,
19185,,,,,2016-01-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,42,",,7",15,",,7",16,",,7,0700",,,,,,,,,,,,
19186,,,,,2016-01-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,39,",,7",16,",,7",29,",,7,0700",,,,,,,,,,,,
19187,,,,,2016-01-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",26,",,7",26,",,7,0700",,,,,,,,,,,,
19188,,,,,2016-01-31,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",26,",,7",34,",,7,0700",,,,,,,,,,,,
19189,,,,,2016-02-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,56,",,7",32,",,7",44,",,7,0700",,,,,,,,,,,,
19190,,,,,2016-02-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,59,",,7",23,",,7",23,",,7,0700",,,,,,,,,,,,
19191,,,,,2016-02-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,47,",,7",23,",,7",29,",,7,0700",,,,,,,,,,,,
19192,,,,,2016-02-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.65,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,54,",,7",29,",,7",53,",,7,0700",,,,,,,,,,,,
19193,,,,,2016-02-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.23,",,7,0700",2.0,",,7,0700",2.0,",,7,0700",USC00190998,53,",,7",31,",,7",31,",,7,0700",,,,,,,,,,,,
19194,,,,,2016-02-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.50,",,7,0700",8.0,",,7,0700",10.0,",,7,0700",USC00190998,31,",,7",7,",,7",11,",,7,0700",,,,,,,,,,,,
19195,,,,,2016-02-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",10.0,",,7,0700",USC00190998,36,",,7",11,",,7",15,",,7,0700",,,,,,,,,,,,
19196,,,,,2016-02-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",6.0,",,7,0700",USC00190998,42,",,7",15,",,7",23,",,7,0700",,,,,,,,,,,,
19197,,,,,2016-02-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.34,",,7,0700",4.0,",,7,0700",10.0,",,7,0700",USC00190998,23,",,7",14,",,7",15,",,7,0700",,,,,,,,,,,,
19198,,,,,2016-02-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",9.0,",,7,0700",USC00190998,30,",,7",11,",,7",18,",,7,0700",,,,,,,,,,,,
19199,,,,,2016-02-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.07,",,7,0700",0.0,"T,,7,0700",9.0,",,7,0700",USC00190998,34,",,7",18,",,7",23,",,7,0700",,,,,,,,,,,,
19200,,,,,2016-02-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",8.0,",,7,0700",USC00190998,22,",,7",-4,",,7",-4,",,7,0700",,,,,,,,,,,,
19201,,,,,2016-02-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",8.0,",,7,0700",USC00190998,21,",,7",-4,",,7",9,",,7,0700",,,,,,,,,,,,
19202,,,,,2016-02-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",8.0,",,7,0700",USC00190998,19,",,7",-14,",,7",-14,",,7,0700",,,,,,,,,,,,
19203,,,,,2016-02-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",8.0,",,7,0700",USC00190998,7,",,7",-14,",,7",-12,",,7,0700",,,,,,,,,,,,
19204,,,,,2016-02-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.34,",,7,0700",0.0,"T,,7,0700",7.0,",,7,0700",USC00190998,45,",,7",-12,",,7",45,",,7,0700",,,,,,,,,,,,
19205,,,,,2016-02-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.47,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,56,",,7",31,",,7",31,",,7,0700",,,,,,,,,,,    1,",,7"
19206,,,,,2016-02-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",22,",,7",22,",,7,0700",,,,,,,,,,,,
19207,,,,,2016-02-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,31,",,7",11,",,7",11,",,7,0700",,,,,,,,,,,,
19208,,,,,2016-02-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,40,",,7",11,",,7",40,",,7,0700",,,,,,,,,,,,
19209,,,,,2016-02-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,58,",,7",40,",,7",42,",,7,0700",,,,,,,,,,,,
19210,,,,,2016-02-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,49,",,7",26,",,7",26,",,7,0700",,,,,,,,,,,,
19211,,,,,2016-02-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,44,",,7",22,",,7",23,",,7,0700",,,,,,,,,,,,
19212,,,,,2016-02-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.26,",,7,0700",0.1,",,7,0700",0.0,"T,,7,0700",USC00190998,37,",,7",23,",,7",33,",,7,0700",,,,,,,,,,,,
19213,,,,,2016-02-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",1.70,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,62,",,7",32,",,7",56,",,7,0700",    1,",,7",    1,",,7",,,,,,,    1,",,7"
19214,,,,,2016-02-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.04,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,57,",,7",27,",,7",27,",,7,0700",,,,,,,,,,,,
19215,,,,,2016-02-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,32,",,7",14,",,7",14,",,7,0700",,,,,,,,,,,,
19216,,,,,2016-02-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,36,",,7",14,",,7",32,",,7,0700",,,,,,,,,,,,
19217,,,,,2016-02-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,56,",,7",31,",,7",38,",,7,0700",,,,,,,,,,,,
19218,,,,,2016-03-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.02,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,56,",,7",27,",,7",28,",,7,0700",,,,,,,,,,,,
19219,,,,,2016-03-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.54,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,50,",,7",22,",,7",49,",,7,0700",,,,,,,,,,,,
19220,,,,,2016-03-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.06,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,49,",,7",18,",,7",19,",,7,0700",,,,,,,,,,,,
19221,,,,,2016-03-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,32,",,7",19,",,7",23,",,7,0700",,,,,,,,,,,,
19222,,,,,2016-03-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,34,",,7",22,",,7",22,",,7,0700",,,,,,,,,,,,
19223,,,,,2016-03-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,36,",,7",20,",,7",24,",,7,0700",,,,,,,,,,,,
19224,,,,,2016-03-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,41,",,7",19,",,7",33,",,7,0700",,,,,,,,,,,,
19225,,,,,2016-03-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,49,",,7",19,",,7",30,",,7,0700",,,,,,,,,,,,
19226,,,,,2016-03-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,60,",,7",30,",,7",43,",,7,0700",,,,,,,,,,,,
19227,,,,,2016-03-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,76,",,7",43,",,7",50,",,7,0700",,,,,,,,,,,,
19228,,,,,2016-03-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.22,",,7,0700",0.0,",,7,0700",0.0,",,7,0700",USC00190998,67,",,7",50,",,7",51,",,7,0700",,,,,,,,,,,,
