,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES
17762,,,1990-10-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",2.35,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17763,,,1990-10-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17764,,,1990-10-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17765,,,1990-10-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17766,,,1990-10-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17767,,,1990-10-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.93,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17768,,,1990-10-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17769,,,1990-10-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17770,,,1990-10-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17771,,,1990-10-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.26,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17772,,,1990-10-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",1.75,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17773,,,1990-10-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17774,,,1990-10-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17775,,,1990-10-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17776,,,1990-10-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17777,,,1990-10-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.06,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17778,,,1990-10-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17779,,,1990-10-31,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17780,,,1990-11-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17781,,,1990-11-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17782,,,1990-11-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17783,,,1990-11-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17784,,,1990-11-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17785,,,1990-11-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.50,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17786,,,1990-11-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17787,,,1990-11-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.19,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17788,,,1990-11-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17789,,,1990-11-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.03,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17790,,,1990-11-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",1.07,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17791,,,1990-11-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.06,",,0,0800",0.0,"T,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17792,,,1990-11-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17793,,,1990-11-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17794,,,1990-11-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17795,,,1990-11-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17796,,,1990-11-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17797,,,1990-11-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.08,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17798,,,1990-11-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17799,,,1990-11-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17800,,,1990-11-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17801,,,1990-11-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17802,,,1990-11-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.10,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17803,,,1990-11-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.33,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17804,,,1990-11-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17805,,,1990-11-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17806,,,1990-11-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17807,,,1990-11-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17808,,,1990-11-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17809,,,1990-11-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17810,,,1990-12-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17811,,,1990-12-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17812,,,1990-12-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17813,,,1990-12-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.69,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17814,,,1990-12-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",1.21,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17815,,,1990-12-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17816,,,1990-12-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17817,,,1990-12-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17818,,,1990-12-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17819,,,1990-12-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17820,,,1990-12-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17821,,,1990-12-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17822,,,1990-12-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17823,,,1990-12-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17824,,,1990-12-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17825,,,1990-12-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.71,",,0,0800",1.0,",,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17826,,,1990-12-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17827,,,1990-12-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.15,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17828,,,1990-12-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.46,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17829,,,1990-12-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17830,,,1990-12-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17831,,,1990-12-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.40,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17832,,,1990-12-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.05,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17833,,,1990-12-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.80,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17834,,,1990-12-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.30,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17835,,,1990-12-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17836,,,1990-12-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17837,,,1990-12-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.31,",,0,0800",4.0,",,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17838,,,1990-12-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.36,",,0,0800",1.0,",,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17839,,,1990-12-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.10,",,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17840,,,1990-12-31,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.20,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17841,,,1991-01-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17842,,,1991-01-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17843,,,1991-01-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17844,,,1991-01-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17845,,,1991-01-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17846,,,1991-01-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17847,,,1991-01-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17848,,,1991-01-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17849,,,1991-01-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"T,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17850,,,1991-01-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.64,",,0,0800",2.0,",,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17851,,,1991-01-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17852,,,1991-01-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.94,",,0,0800",6.0,",,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17853,,,1991-01-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17854,,,1991-01-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17855,,,1991-01-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17856,,,1991-01-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17857,,,1991-01-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.43,",,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17858,,,1991-01-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17859,,,1991-01-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"T,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17860,,,1991-01-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17861,,,1991-01-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"T,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17862,,,1991-01-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"T,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17863,,,1991-01-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17864,,,1991-01-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17865,,,1991-01-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17866,,,1991-01-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17867,,,1991-01-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17868,,,1991-01-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.18,",,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17869,,,1991-01-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17870,,,1991-01-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17871,,,1991-01-31,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.66,",,0,0800",0.0,"P,,0,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17872,,,1991-02-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17873,,,1991-02-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"T,,0,",0.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17874,,,1991-02-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17875,,,1991-02-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17876,,,1991-02-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17877,,,1991-02-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17878,,,1991-02-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.20,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17879,,,1991-02-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.50,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17880,,,1991-02-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17881,,,1991-02-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17882,,,1991-02-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17883,,,1991-02-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,0,0800",0.0,"T,,0,",0.0,"T,,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17884,,,1991-02-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,0,0800",0.5,",,0,",1.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17885,,,1991-02-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.29,",,0,0800",2.0,",,0,",3.0,",,0,",USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
