,STATION,NAME,DATE,SEASON,TMIN,TMAX,TAVG
29365,USW00014739,"BOSTON, MA US",2017-05-26,SPRING,49,60,53.0
29366,USW00014739,"BOSTON, MA US",2017-05-27,SPRING,53,61,56.0
29367,USW00014739,"BOSTON, MA US",2017-05-28,SPRING,54,67,58.0
29368,USW00014739,"BOSTON, MA US",2017-05-29,SPRING,49,54,53.0
29369,USW00014739,"BOSTON, MA US",2017-05-30,SPRING,49,59,51.0
29370,USW00014739,"BOSTON, MA US",2017-05-31,SPRING,54,68,59.0
29371,USW00014739,"BOSTON, MA US",2017-06-01,SPRING,56,79,67.0
29372,USW00014739,"BOSTON, MA US",2017-06-02,SPRING,51,72,65.0
29373,USW00014739,"BOSTON, MA US",2017-06-03,SPRING,52,69,61.0
29374,USW00014739,"BOSTON, MA US",2017-06-04,SPRING,54,70,62.0
29375,USW00014739,"BOSTON, MA US",2017-06-05,SPRING,52,57,56.0
29376,USW00014739,"BOSTON, MA US",2017-06-06,SPRING,47,52,50.0
29377,USW00014739,"BOSTON, MA US",2017-06-07,SPRING,50,62,54.0
29378,USW00014739,"BOSTON, MA US",2017-06-08,SPRING,51,71,61.0
29379,USW00014739,"BOSTON, MA US",2017-06-09,SPRING,55,79,63.0
29380,USW00014739,"BOSTON, MA US",2017-06-10,SPRING,61,85,73.0
29381,USW00014739,"BOSTON, MA US",2017-06-11,SPRING,66,92,79.0
29382,USW00014739,"BOSTON, MA US",2017-06-12,SPRING,71,95,84.0
29383,USW00014739,"BOSTON, MA US",2017-06-13,SPRING,72,95,85.0
29384,USW00014739,"BOSTON, MA US",2017-06-14,SPRING,59,73,71.0
29385,USW00014739,"BOSTON, MA US",2017-06-15,SPRING,57,75,64.0
29386,USW00014739,"BOSTON, MA US",2017-06-16,SPRING,57,71,64.0
29387,USW00014739,"BOSTON, MA US",2017-06-17,SPRING,58,69,61.0
29388,USW00014739,"BOSTON, MA US",2017-06-18,SPRING,68,84,72.0
29389,USW00014739,"BOSTON, MA US",2017-06-19,SPRING,70,85,75.0
29390,USW00014739,"BOSTON, MA US",2017-06-20,SPRING,68,86,76.0
29391,USW00014739,"BOSTON, MA US",2017-06-21,SUMMER,67,84,76.0
29392,USW00014739,"BOSTON, MA US",2017-06-22,SUMMER,65,84,74.0
29393,USW00014739,"BOSTON, MA US",2017-06-23,SUMMER,65,90,76.0
29394,USW00014739,"BOSTON, MA US",2017-06-24,SUMMER,71,88,76.0
29395,USW00014739,"BOSTON, MA US",2017-06-25,SUMMER,65,85,77.0
29396,USW00014739,"BOSTON, MA US",2017-06-26,SUMMER,62,80,71.0
29397,USW00014739,"BOSTON, MA US",2017-06-27,SUMMER,58,77,68.0
29398,USW00014739,"BOSTON, MA US",2017-06-28,SUMMER,58,79,67.0
29399,USW00014739,"BOSTON, MA US",2017-06-29,SUMMER,63,79,71.0
29400,USW00014739,"BOSTON, MA US",2017-06-30,SUMMER,68,84,74.0
29401,USW00014739,"BOSTON, MA US",2017-07-01,SUMMER,69,88,76.0
29402,USW00014739,"BOSTON, MA US",2017-07-02,SUMMER,71,90,79.0
29403,USW00014739,"BOSTON, MA US",2017-07-03,SUMMER,71,87,80.0
29404,USW00014739,"BOSTON, MA US",2017-07-04,SUMMER,67,82,76.0
29405,USW00014739,"BOSTON, MA US",2017-07-05,SUMMER,62,79,71.0
29406,USW00014739,"BOSTON, MA US",2017-07-06,SUMMER,61,83,71.0
29407,USW00014739,"BOSTON, MA US",2017-07-07,SUMMER,62,70,67.0
29408,USW00014739,"BOSTON, MA US",2017-07-08,SUMMER,63,87,71.0
29409,USW00014739,"BOSTON, MA US",2017-07-09,SUMMER,66,83,74.0
29410,USW00014739,"BOSTON, MA US",2017-07-10,SUMMER,65,87,77.0
29411,USW00014739,"BOSTON, MA US",2017-07-11,SUMMER,67,83,73.0
29412,USW00014739,"BOSTON, MA US",2017-07-12,SUMMER,69,82,76.0
29413,USW00014739,"BOSTON, MA US",2017-07-13,SUMMER,58,70,66.0
29414,USW00014739,"BOSTON, MA US",2017-07-14,SUMMER,60,67,62.0
29415,USW00014739,"BOSTON, MA US",2017-07-15,SUMMER,62,73,66.0
29416,USW00014739,"BOSTON, MA US",2017-07-16,SUMMER,69,81,74.0
29417,USW00014739,"BOSTON, MA US",2017-07-17,SUMMER,68,83,76.0
29418,USW00014739,"BOSTON, MA US",2017-07-18,SUMMER,68,82,74.0
29419,USW00014739,"BOSTON, MA US",2017-07-19,SUMMER,72,93,79.0
29420,USW00014739,"BOSTON, MA US",2017-07-20,SUMMER,71,92,84.0
29421,USW00014739,"BOSTON, MA US",2017-07-21,SUMMER,73,91,81.0
29422,USW00014739,"BOSTON, MA US",2017-07-22,SUMMER,73,83,78.0
29423,USW00014739,"BOSTON, MA US",2017-07-23,SUMMER,64,77,71.0
29424,USW00014739,"BOSTON, MA US",2017-07-24,SUMMER,57,65,62.0
29425,USW00014739,"BOSTON, MA US",2017-07-25,SUMMER,56,65,60.0
29426,USW00014739,"BOSTON, MA US",2017-07-26,SUMMER,59,77,67.0
29427,USW00014739,"BOSTON, MA US",2017-07-27,SUMMER,63,75,67.0
29428,USW00014739,"BOSTON, MA US",2017-07-28,SUMMER,66,82,72.0
29429,USW00014739,"BOSTON, MA US",2017-07-29,SUMMER,60,71,68.0
29430,USW00014739,"BOSTON, MA US",2017-07-30,SUMMER,60,73,66.0
29431,USW00014739,"BOSTON, MA US",2017-07-31,SUMMER,61,80,70.0
29432,USW00014739,"BOSTON, MA US",2017-08-01,SUMMER,67,80,74.0
29433,USW00014739,"BOSTON, MA US",2017-08-02,SUMMER,68,81,74.0
29434,USW00014739,"BOSTON, MA US",2017-08-03,SUMMER,66,84,74.0
29435,USW00014739,"BOSTON, MA US",2017-08-04,SUMMER,68,85,75.0
29436,USW00014739,"BOSTON, MA US",2017-08-05,SUMMER,67,77,72.0
29437,USW00014739,"BOSTON, MA US",2017-08-06,SUMMER,63,79,71.0
29438,USW00014739,"BOSTON, MA US",2017-08-07,SUMMER,64,78,71.0
29439,USW00014739,"BOSTON, MA US",2017-08-08,SUMMER,62,75,67.0
29440,USW00014739,"BOSTON, MA US",2017-08-09,SUMMER,65,85,73.0
29441,USW00014739,"BOSTON, MA US",2017-08-10,SUMMER,66,82,74.0
29442,USW00014739,"BOSTON, MA US",2017-08-11,SUMMER,63,77,71.0
29443,USW00014739,"BOSTON, MA US",2017-08-12,SUMMER,63,76,68.0
29444,USW00014739,"BOSTON, MA US",2017-08-13,SUMMER,70,86,76.0
29445,USW00014739,"BOSTON, MA US",2017-08-14,SUMMER,63,78,72.0
29446,USW00014739,"BOSTON, MA US",2017-08-15,SUMMER,66,80,73.0
29447,USW00014739,"BOSTON, MA US",2017-08-16,SUMMER,66,85,75.0
29448,USW00014739,"BOSTON, MA US",2017-08-17,SUMMER,63,83,73.0
29449,USW00014739,"BOSTON, MA US",2017-08-18,SUMMER,65,81,72.0
29450,USW00014739,"BOSTON, MA US",2017-08-19,SUMMER,65,74,70.0
29451,USW00014739,"BOSTON, MA US",2017-08-20,SUMMER,72,85,75.0
29452,USW00014739,"BOSTON, MA US",2017-08-21,SUMMER,69,87,77.0
29453,USW00014739,"BOSTON, MA US",2017-08-22,SUMMER,70,91,79.0
29454,USW00014739,"BOSTON, MA US",2017-08-23,SUMMER,69,84,78.0
29455,USW00014739,"BOSTON, MA US",2017-08-24,SUMMER,64,81,72.0
29456,USW00014739,"BOSTON, MA US",2017-08-25,SUMMER,63,76,68.0
29457,USW00014739,"BOSTON, MA US",2017-08-26,SUMMER,60,74,67.0
29458,USW00014739,"BOSTON, MA US",2017-08-27,SUMMER,58,71,65.0
29459,USW00014739,"BOSTON, MA US",2017-08-28,SUMMER,57,72,65.0
29460,USW00014739,"BOSTON, MA US",2017-08-29,SUMMER,58,68,63.0
29461,USW00014739,"BOSTON, MA US",2017-08-30,SUMMER,59,72,65.0
29462,USW00014739,"BOSTON, MA US",2017-08-31,SUMMER,60,79,68.0
29463,USW00014739,"BOSTON, MA US",2017-09-01,SUMMER,53,69,62.0
29464,USW00014739,"BOSTON, MA US",2017-09-02,SUMMER,53,68,60.0
29465,USW00014739,"BOSTON, MA US",2017-09-03,SUMMER,57,64,60.0
29466,USW00014739,"BOSTON, MA US",2017-09-04,SUMMER,58,81,66.0
29467,USW00014739,"BOSTON, MA US",2017-09-05,SUMMER,65,88,74.0
29468,USW00014739,"BOSTON, MA US",2017-09-06,SUMMER,62,79,70.0
29469,USW00014739,"BOSTON, MA US",2017-09-07,SUMMER,60,76,66.0
29470,USW00014739,"BOSTON, MA US",2017-09-08,SUMMER,59,74,65.0
29471,USW00014739,"BOSTON, MA US",2017-09-09,SUMMER,55,68,62.0
29472,USW00014739,"BOSTON, MA US",2017-09-10,SUMMER,56,69,62.0
29473,USW00014739,"BOSTON, MA US",2017-09-11,SUMMER,55,80,66.0
29474,USW00014739,"BOSTON, MA US",2017-09-12,SUMMER,61,86,72.0
29475,USW00014739,"BOSTON, MA US",2017-09-13,SUMMER,64,78,71.0
29476,USW00014739,"BOSTON, MA US",2017-09-14,SUMMER,67,84,74.0
29477,USW00014739,"BOSTON, MA US",2017-09-15,SUMMER,66,77,71.0
29478,USW00014739,"BOSTON, MA US",2017-09-16,SUMMER,62,73,67.0
29479,USW00014739,"BOSTON, MA US",2017-09-17,SUMMER,61,73,65.0
29480,USW00014739,"BOSTON, MA US",2017-09-18,SUMMER,63,68,65.0
29481,USW00014739,"BOSTON, MA US",2017-09-19,SUMMER,63,66,64.0
29482,USW00014739,"BOSTON, MA US",2017-09-20,SUMMER,63,72,66.0
29483,USW00014739,"BOSTON, MA US",2017-09-21,FALL,63,72,70.0
29484,USW00014739,"BOSTON, MA US",2017-09-22,FALL,57,63,61.0
29485,USW00014739,"BOSTON, MA US",2017-09-23,FALL,60,76,64.0
29486,USW00014739,"BOSTON, MA US",2017-09-24,FALL,61,79,68.0
29487,USW00014739,"BOSTON, MA US",2017-09-25,FALL,64,78,71.0
29488,USW00014739,"BOSTON, MA US",2017-09-26,FALL,63,80,69.0
29489,USW00014739,"BOSTON, MA US",2017-09-27,FALL,65,86,74.0
29490,USW00014739,"BOSTON, MA US",2017-09-28,FALL,57,78,75.0
29491,USW00014739,"BOSTON, MA US",2017-09-29,FALL,52,68,59.0
29492,USW00014739,"BOSTON, MA US",2017-09-30,FALL,50,59,56.0
29493,USW00014739,"BOSTON, MA US",2017-10-01,FALL,47,66,55.0
29494,USW00014739,"BOSTON, MA US",2017-10-02,FALL,51,66,59.0
29495,USW00014739,"BOSTON, MA US",2017-10-03,FALL,51,65,58.0
29496,USW00014739,"BOSTON, MA US",2017-10-04,FALL,53,77,62.0
29497,USW00014739,"BOSTON, MA US",2017-10-05,FALL,64,80,70.0
29498,USW00014739,"BOSTON, MA US",2017-10-06,FALL,60,78,69.0
29499,USW00014739,"BOSTON, MA US",2017-10-07,FALL,60,76,66.0
29500,USW00014739,"BOSTON, MA US",2017-10-08,FALL,68,75,71.0
29501,USW00014739,"BOSTON, MA US",2017-10-09,FALL,67,75,71.0
29502,USW00014739,"BOSTON, MA US",2017-10-10,FALL,65,79,74.0
29503,USW00014739,"BOSTON, MA US",2017-10-11,FALL,57,68,65.0
29504,USW00014739,"BOSTON, MA US",2017-10-12,FALL,48,58,56.0
29505,USW00014739,"BOSTON, MA US",2017-10-13,FALL,47,62,55.0
29506,USW00014739,"BOSTON, MA US",2017-10-14,FALL,57,64,60.0
29507,USW00014739,"BOSTON, MA US",2017-10-15,FALL,59,75,65.0
29508,USW00014739,"BOSTON, MA US",2017-10-16,FALL,44,70,63.0
29509,USW00014739,"BOSTON, MA US",2017-10-17,FALL,40,58,48.0
29510,USW00014739,"BOSTON, MA US",2017-10-18,FALL,47,72,57.0
29511,USW00014739,"BOSTON, MA US",2017-10-19,FALL,52,74,61.0
29512,USW00014739,"BOSTON, MA US",2017-10-20,FALL,58,71,63.0
29513,USW00014739,"BOSTON, MA US",2017-10-21,FALL,51,78,64.0
29514,USW00014739,"BOSTON, MA US",2017-10-22,FALL,54,66,61.0
29515,USW00014739,"BOSTON, MA US",2017-10-23,FALL,54,64,56.0
29516,USW00014739,"BOSTON, MA US",2017-10-24,FALL,62,75,66.0
29517,USW00014739,"BOSTON, MA US",2017-10-25,FALL,58,70,67.0
29518,USW00014739,"BOSTON, MA US",2017-10-26,FALL,49,62,59.0
29519,USW00014739,"BOSTON, MA US",2017-10-27,FALL,47,62,53.0
29520,USW00014739,"BOSTON, MA US",2017-10-28,FALL,46,67,56.0
29521,USW00014739,"BOSTON, MA US",2017-10-29,FALL,56,61,58.0
29522,USW00014739,"BOSTON, MA US",2017-10-30,FALL,51,65,59.0
29523,USW00014739,"BOSTON, MA US",2017-10-31,FALL,46,58,53.0
29524,USW00014739,"BOSTON, MA US",2017-11-01,FALL,41,53,48.0
29525,USW00014739,"BOSTON, MA US",2017-11-02,FALL,52,71,59.0
29526,USW00014739,"BOSTON, MA US",2017-11-03,FALL,51,75,64.0
29527,USW00014739,"BOSTON, MA US",2017-11-04,FALL,43,52,51.0
29528,USW00014739,"BOSTON, MA US",2017-11-05,FALL,50,60,52.0
29529,USW00014739,"BOSTON, MA US",2017-11-06,FALL,50,64,61.0
29530,USW00014739,"BOSTON, MA US",2017-11-07,FALL,37,50,47.0
29531,USW00014739,"BOSTON, MA US",2017-11-08,FALL,37,45,40.0
29532,USW00014739,"BOSTON, MA US",2017-11-09,FALL,34,48,41.0
29533,USW00014739,"BOSTON, MA US",2017-11-10,FALL,24,49,41.0
29534,USW00014739,"BOSTON, MA US",2017-11-11,FALL,23,37,28.0
29535,USW00014739,"BOSTON, MA US",2017-11-12,FALL,29,44,35.0
29536,USW00014739,"BOSTON, MA US",2017-11-13,FALL,37,43,40.0
29537,USW00014739,"BOSTON, MA US",2017-11-14,FALL,37,44,39.0
29538,USW00014739,"BOSTON, MA US",2017-11-15,FALL,34,44,39.0
29539,USW00014739,"BOSTON, MA US",2017-11-16,FALL,38,50,44.0
29540,USW00014739,"BOSTON, MA US",2017-11-17,FALL,34,44,42.0
29541,USW00014739,"BOSTON, MA US",2017-11-18,FALL,30,52,38.0
29542,USW00014739,"BOSTON, MA US",2017-11-19,FALL,38,60,52.0
29543,USW00014739,"BOSTON, MA US",2017-11-20,FALL,35,42,38.0
29544,USW00014739,"BOSTON, MA US",2017-11-21,FALL,35,59,45.0
29545,USW00014739,"BOSTON, MA US",2017-11-22,FALL,38,52,49.0
29546,USW00014739,"BOSTON, MA US",2017-11-23,FALL,32,43,38.0
29547,USW00014739,"BOSTON, MA US",2017-11-24,FALL,31,50,39.0
29548,USW00014739,"BOSTON, MA US",2017-11-25,FALL,38,58,46.0
29549,USW00014739,"BOSTON, MA US",2017-11-26,FALL,37,51,48.0
29550,USW00014739,"BOSTON, MA US",2017-11-27,FALL,27,47,39.0
29551,USW00014739,"BOSTON, MA US",2017-11-28,FALL,22,47,31.0
29552,USW00014739,"BOSTON, MA US",2017-11-29,FALL,38,61,50.0
29553,USW00014739,"BOSTON, MA US",2017-11-30,FALL,30,45,39.0
29554,USW00014739,"BOSTON, MA US",2017-12-01,FALL,38,51,46.0
29555,USW00014739,"BOSTON, MA US",2017-12-02,FALL,34,43,39.0
29556,USW00014739,"BOSTON, MA US",2017-12-03,FALL,34,44,39.0
29557,USW00014739,"BOSTON, MA US",2017-12-04,FALL,33,43,39.0
29558,USW00014739,"BOSTON, MA US",2017-12-05,FALL,38,59,41.0
29559,USW00014739,"BOSTON, MA US",2017-12-06,FALL,36,58,51.0
29560,USW00014739,"BOSTON, MA US",2017-12-07,FALL,33,47,39.0
29561,USW00014739,"BOSTON, MA US",2017-12-08,FALL,31,39,37.0
29562,USW00014739,"BOSTON, MA US",2017-12-09,FALL,31,37,35.0
29563,USW00014739,"BOSTON, MA US",2017-12-10,FALL,31,38,33.0
29564,USW00014739,"BOSTON, MA US",2017-12-11,FALL,32,39,34.0
29565,USW00014739,"BOSTON, MA US",2017-12-12,FALL,33,46,39.0
29566,USW00014739,"BOSTON, MA US",2017-12-13,FALL,22,36,28.0
29567,USW00014739,"BOSTON, MA US",2017-12-14,FALL,19,30,24.0
29568,USW00014739,"BOSTON, MA US",2017-12-15,FALL,17,27,22.0
29569,USW00014739,"BOSTON, MA US",2017-12-16,FALL,22,34,27.0
29570,USW00014739,"BOSTON, MA US",2017-12-17,FALL,20,31,25.0
29571,USW00014739,"BOSTON, MA US",2017-12-18,FALL,22,38,27.0
29572,USW00014739,"BOSTON, MA US",2017-12-19,FALL,34,51,40.0
29573,USW00014739,"BOSTON, MA US",2017-12-20,FALL,31,47,43.0
29574,USW00014739,"BOSTON, MA US",2017-12-21,WINTER,26,33,31.0
29575,USW00014739,"BOSTON, MA US",2017-12-22,WINTER,23,38,27.0
29576,USW00014739,"BOSTON, MA US",2017-12-23,WINTER,25,43,30.0
29577,USW00014739,"BOSTON, MA US",2017-12-24,WINTER,32,39,36.0
29578,USW00014739,"BOSTON, MA US",2017-12-25,WINTER,23,38,33.0
29579,USW00014739,"BOSTON, MA US",2017-12-26,WINTER,19,27,26.0
29580,USW00014739,"BOSTON, MA US",2017-12-27,WINTER,12,20,18.0
29581,USW00014739,"BOSTON, MA US",2017-12-28,WINTER,5,12,10.0
29582,USW00014739,"BOSTON, MA US",2017-12-29,WINTER,2,14,6.0
29583,USW00014739,"BOSTON, MA US",2017-12-30,WINTER,6,18,11.0
29584,USW00014739,"BOSTON, MA US",2017-12-31,WINTER,4,13,12.0
29585,USW00014739,"BOSTON, MA US",2018-01-01,WINTER,0,13,6.0
29586,USW00014739,"BOSTON, MA US",2018-01-02,WINTER,4,19,10.0
29587,USW00014739,"BOSTON, MA US",2018-01-03,WINTER,16,29,21.0
29588,USW00014739,"BOSTON, MA US",2018-01-04,WINTER,22,30,26.0
29589,USW00014739,"BOSTON, MA US",2018-01-05,WINTER,6,24,18.0
29590,USW00014739,"BOSTON, MA US",2018-01-06,WINTER,1,12,8.0
29591,USW00014739,"BOSTON, MA US",2018-01-07,WINTER,-2,17,5.0
29592,USW00014739,"BOSTON, MA US",2018-01-08,WINTER,17,35,24.0
29593,USW00014739,"BOSTON, MA US",2018-01-09,WINTER,31,43,35.0
29594,USW00014739,"BOSTON, MA US",2018-01-10,WINTER,25,36,31.0
29595,USW00014739,"BOSTON, MA US",2018-01-11,WINTER,33,51,39.0
29596,USW00014739,"BOSTON, MA US",2018-01-12,WINTER,39,60,50.0
29597,USW00014739,"BOSTON, MA US",2018-01-13,WINTER,19,61,50.0
29598,USW00014739,"BOSTON, MA US",2018-01-14,WINTER,14,23,19.0
29599,USW00014739,"BOSTON, MA US",2018-01-15,WINTER,12,21,16.0
29600,USW00014739,"BOSTON, MA US",2018-01-16,WINTER,20,33,24.0
29601,USW00014739,"BOSTON, MA US",2018-01-17,WINTER,31,34,32.0
29602,USW00014739,"BOSTON, MA US",2018-01-18,WINTER,21,32,28.0
29603,USW00014739,"BOSTON, MA US",2018-01-19,WINTER,23,34,28.0
29604,USW00014739,"BOSTON, MA US",2018-01-20,WINTER,29,47,37.0
29605,USW00014739,"BOSTON, MA US",2018-01-21,WINTER,34,49,42.0
29606,USW00014739,"BOSTON, MA US",2018-01-22,WINTER,34,39,36.0
29607,USW00014739,"BOSTON, MA US",2018-01-23,WINTER,32,55,38.0
29608,USW00014739,"BOSTON, MA US",2018-01-24,WINTER,24,42,38.0
29609,USW00014739,"BOSTON, MA US",2018-01-25,WINTER,21,30,26.0
29610,USW00014739,"BOSTON, MA US",2018-01-26,WINTER,19,34,25.0
29611,USW00014739,"BOSTON, MA US",2018-01-27,WINTER,25,53,36.0
29612,USW00014739,"BOSTON, MA US",2018-01-28,WINTER,43,52,49.0
29613,USW00014739,"BOSTON, MA US",2018-01-29,WINTER,28,43,38.0
29614,USW00014739,"BOSTON, MA US",2018-01-30,WINTER,20,31,27.0
29615,USW00014739,"BOSTON, MA US",2018-01-31,WINTER,18,30,24.0
29616,USW00014739,"BOSTON, MA US",2018-02-01,WINTER,30,46,35.0
29617,USW00014739,"BOSTON, MA US",2018-02-02,WINTER,12,38,32.0
29618,USW00014739,"BOSTON, MA US",2018-02-03,WINTER,10,28,17.0
29619,USW00014739,"BOSTON, MA US",2018-02-04,WINTER,26,43,32.0
29620,USW00014739,"BOSTON, MA US",2018-02-05,WINTER,24,43,40.0
29621,USW00014739,"BOSTON, MA US",2018-02-06,WINTER,22,34,27.0
29622,USW00014739,"BOSTON, MA US",2018-02-07,WINTER,23,43,30.0
29623,USW00014739,"BOSTON, MA US",2018-02-08,WINTER,22,34,30.0
29624,USW00014739,"BOSTON, MA US",2018-02-09,WINTER,22,32,27.0
29625,USW00014739,"BOSTON, MA US",2018-02-10,WINTER,30,52,39.0
29626,USW00014739,"BOSTON, MA US",2018-02-11,WINTER,38,49,43.0
29627,USW00014739,"BOSTON, MA US",2018-02-12,WINTER,33,48,41.0
29628,USW00014739,"BOSTON, MA US",2018-02-13,WINTER,25,33,30.0
29629,USW00014739,"BOSTON, MA US",2018-02-14,WINTER,28,47,35.0
29630,USW00014739,"BOSTON, MA US",2018-02-15,WINTER,35,49,42.0
29631,USW00014739,"BOSTON, MA US",2018-02-16,WINTER,34,54,49.0
29632,USW00014739,"BOSTON, MA US",2018-02-17,WINTER,27,35,33.0
29633,USW00014739,"BOSTON, MA US",2018-02-18,WINTER,32,44,36.0
29634,USW00014739,"BOSTON, MA US",2018-02-19,WINTER,26,50,38.0
29635,USW00014739,"BOSTON, MA US",2018-02-20,WINTER,42,70,55.0
29636,USW00014739,"BOSTON, MA US",2018-02-21,WINTER,41,72,56.0
29637,USW00014739,"BOSTON, MA US",2018-02-22,WINTER,32,55,46.0
29638,USW00014739,"BOSTON, MA US",2018-02-23,WINTER,31,40,35.0
29639,USW00014739,"BOSTON, MA US",2018-02-24,WINTER,37,55,45.0
29640,USW00014739,"BOSTON, MA US",2018-02-25,WINTER,37,41,40.0
29641,USW00014739,"BOSTON, MA US",2018-02-26,WINTER,38,51,43.0
29642,USW00014739,"BOSTON, MA US",2018-02-27,WINTER,36,53,44.0
29643,USW00014739,"BOSTON, MA US",2018-02-28,WINTER,39,60,47.0
29644,USW00014739,"BOSTON, MA US",2018-03-01,WINTER,40,60,47.0
29645,USW00014739,"BOSTON, MA US",2018-03-02,WINTER,35,43,40.0
29646,USW00014739,"BOSTON, MA US",2018-03-03,WINTER,37,43,40.0
29647,USW00014739,"BOSTON, MA US",2018-03-04,WINTER,36,41,39.0
29648,USW00014739,"BOSTON, MA US",2018-03-05,WINTER,32,44,37.0
29649,USW00014739,"BOSTON, MA US",2018-03-06,WINTER,33,37,35.0
29650,USW00014739,"BOSTON, MA US",2018-03-07,WINTER,33,39,36.0
29651,USW00014739,"BOSTON, MA US",2018-03-08,WINTER,31,38,34.0
29652,USW00014739,"BOSTON, MA US",2018-03-09,WINTER,29,37,34.0
29653,USW00014739,"BOSTON, MA US",2018-03-10,WINTER,33,40,36.0
29654,USW00014739,"BOSTON, MA US",2018-03-11,WINTER,31,44,37.0
29655,USW00014739,"BOSTON, MA US",2018-03-12,WINTER,29,42,37.0
29656,USW00014739,"BOSTON, MA US",2018-03-13,WINTER,28,38,33.0
29657,USW00014739,"BOSTON, MA US",2018-03-14,WINTER,29,41,33.0
29658,USW00014739,"BOSTON, MA US",2018-03-15,WINTER,32,43,36.0
29659,USW00014739,"BOSTON, MA US",2018-03-16,WINTER,28,38,35.0
29660,USW00014739,"BOSTON, MA US",2018-03-17,WINTER,19,42,31.0
29661,USW00014739,"BOSTON, MA US",2018-03-18,WINTER,16,33,23.0
29662,USW00014739,"BOSTON, MA US",2018-03-19,WINTER,21,38,28.0
29663,USW00014739,"BOSTON, MA US",2018-03-20,WINTER,24,39,31.0
29664,USW00014739,"BOSTON, MA US",2018-03-21,WINTER,32,39,34.0
29665,USW00014739,"BOSTON, MA US",2018-03-22,SPRING,32,42,36.0
29666,USW00014739,"BOSTON, MA US",2018-03-23,SPRING,35,42,38.0
29667,USW00014739,"BOSTON, MA US",2018-03-24,SPRING,34,46,40.0
29668,USW00014739,"BOSTON, MA US",2018-03-25,SPRING,32,39,36.0
29669,USW00014739,"BOSTON, MA US",2018-03-26,SPRING,29,40,35.0
29670,USW00014739,"BOSTON, MA US",2018-03-27,SPRING,28,42,35.0
29671,USW00014739,"BOSTON, MA US",2018-03-28,SPRING,36,54,41.0
29672,USW00014739,"BOSTON, MA US",2018-03-29,SPRING,37,50,43.0
29673,USW00014739,"BOSTON, MA US",2018-03-30,SPRING,43,64,52.0
29674,USW00014739,"BOSTON, MA US",2018-03-31,SPRING,39,57,47.0
29675,USW00014739,"BOSTON, MA US",2018-04-01,SPRING,37,59,48.0
29676,USW00014739,"BOSTON, MA US",2018-04-02,SPRING,31,40,37.0
29677,USW00014739,"BOSTON, MA US",2018-04-03,SPRING,32,48,38.0
29678,USW00014739,"BOSTON, MA US",2018-04-04,SPRING,39,58,44.0
29679,USW00014739,"BOSTON, MA US",2018-04-05,SPRING,30,43,38.0
29680,USW00014739,"BOSTON, MA US",2018-04-06,SPRING,29,43,34.0
29681,USW00014739,"BOSTON, MA US",2018-04-07,SPRING,35,47,41.0
29682,USW00014739,"BOSTON, MA US",2018-04-08,SPRING,32,42,37.0
29683,USW00014739,"BOSTON, MA US",2018-04-09,SPRING,30,46,37.0
29684,USW00014739,"BOSTON, MA US",2018-04-10,SPRING,35,41,38.0
29685,USW00014739,"BOSTON, MA US",2018-04-11,SPRING,30,45,37.0
29686,USW00014739,"BOSTON, MA US",2018-04-12,SPRING,36,55,43.0
29687,USW00014739,"BOSTON, MA US",2018-04-13,SPRING,44,69,55.0
29688,USW00014739,"BOSTON, MA US",2018-04-14,SPRING,38,52,47.0
29689,USW00014739,"BOSTON, MA US",2018-04-15,SPRING,33,39,36.0
29690,USW00014739,"BOSTON, MA US",2018-04-16,SPRING,36,53,40.0
29691,USW00014739,"BOSTON, MA US",2018-04-17,SPRING,40,50,47.0
29692,USW00014739,"BOSTON, MA US",2018-04-18,SPRING,36,53,44.0
29693,USW00014739,"BOSTON, MA US",2018-04-19,SPRING,36,44,42.0
29694,USW00014739,"BOSTON, MA US",2018-04-20,SPRING,36,53,44.0
29695,USW00014739,"BOSTON, MA US",2018-04-21,SPRING,39,59,47.0
29696,USW00014739,"BOSTON, MA US",2018-04-22,SPRING,42,62,51.0
29697,USW00014739,"BOSTON, MA US",2018-04-23,SPRING,43,58,50.0
29698,USW00014739,"BOSTON, MA US",2018-04-24,SPRING,42,69,54.0
29699,USW00014739,"BOSTON, MA US",2018-04-25,SPRING,47,56,50.0
29700,USW00014739,"BOSTON, MA US",2018-04-26,SPRING,50,68,57.0
29701,USW00014739,"BOSTON, MA US",2018-04-27,SPRING,46,57,52.0
29702,USW00014739,"BOSTON, MA US",2018-04-28,SPRING,46,70,53.0
29703,USW00014739,"BOSTON, MA US",2018-04-29,SPRING,43,60,55.0
29704,USW00014739,"BOSTON, MA US",2018-04-30,SPRING,40,48,45.0
29705,USW00014739,"BOSTON, MA US",2018-05-01,SPRING,44,67,51.0
29706,USW00014739,"BOSTON, MA US",2018-05-02,SPRING,58,89,71.0
29707,USW00014739,"BOSTON, MA US",2018-05-03,SPRING,61,90,74.0
29708,USW00014739,"BOSTON, MA US",2018-05-04,SPRING,57,82,69.0
29709,USW00014739,"BOSTON, MA US",2018-05-05,SPRING,58,75,69.0
29710,USW00014739,"BOSTON, MA US",2018-05-06,SPRING,50,67,62.0
29711,USW00014739,"BOSTON, MA US",2018-05-07,SPRING,48,61,53.0
29712,USW00014739,"BOSTON, MA US",2018-05-08,SPRING,45,60,50.0
29713,USW00014739,"BOSTON, MA US",2018-05-09,SPRING,46,63,55.0
